Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Raw data #1,Dark Subtracted #1
1147,592.52,16877.18,1919.81,3620,5805,2185
1148,592.57,16875.77,1921.22,2428,4682,2254
1149,592.61,16874.37,1922.63,2950,5105,2155
1150,592.66,16872.96,1924.04,2553,4666,2113
1151,592.71,16871.55,1925.45,3027,5007,1980
1152,592.76,16870.14,1926.85,3348,5572,2224
1153,592.81,16868.73,1928.26,2714,4839,2125
1154,592.86,16867.32,1929.67,2818,5043,2225
1155,592.91,16865.92,1931.08,3118,5326,2208
1156,592.96,16864.51,1932.48,2436,4590,2154
1157,593.01,16863.1,1933.89,2780,4837,2057
1158,593.06,16861.7,1935.3,2878,5036,2158
1159,593.11,16860.29,1936.7,2399,4565,2166
1160,593.16,16858.89,1938.11,2751,4994,2243
1161,593.21,16857.48,1939.51,2767,4841,2074
1162,593.26,16856.08,1940.91,3487,5670,2183
1163,593.31,16854.67,1942.32,2753,5013,2260
1164,593.36,16853.27,1943.72,5783,7862,2079
1165,593.41,16851.87,1945.12,4146,6190,2044
1166,593.46,16850.47,1946.53,2897,5023,2126
1167,593.5,16849.06,1947.93,2658,4779,2121
1168,593.55,16847.66,1949.33,2771,4907,2136
1169,593.6,16846.26,1950.73,2762,4891,2129
1170,593.65,16844.86,1952.13,2947,5096,2149
1171,593.7,16843.46,1953.53,3414,5632,2218
1172,593.75,16842.06,1954.93,2815,4976,2161
1173,593.8,16840.66,1956.33,3072,5144,2072
1174,593.85,16839.26,1957.73,2899,5123,2224
1175,593.9,16837.86,1959.13,2878,4922,2044
1176,593.95,16836.46,1960.53,2920,5131,2211
1177,594,16835.07,1961.93,3179,5092,1913
1178,594.05,16833.67,1963.32,2724,4920,2196
1179,594.1,16832.27,1964.72,2681,4773,2092
1180,594.15,16830.88,1966.12,3610,5809,2199
1181,594.2,16829.48,1967.51,2599,4750,2151
1182,594.24,16828.08,1968.91,2613,4847,2234
1183,594.29,16826.69,1970.3,2630,4885,2255
1184,594.34,16825.29,1971.7,2257,4510,2253
1185,594.39,16823.9,1973.09,2983,5102,2119
1186,594.44,16822.51,1974.49,2825,4947,2122
1187,594.49,16821.11,1975.88,2421,4615,2194
1188,594.54,16819.72,1977.27,2401,4728,2327
1189,594.59,16818.33,1978.67,2677,4675,1998
1190,594.64,16816.93,1980.06,2555,4596,2041
1191,594.69,16815.54,1981.45,2891,5003,2112
1192,594.74,16814.15,1982.84,2797,4930,2133
1193,594.79,16812.76,1984.23,3158,5292,2134
1194,594.84,16811.37,1985.62,2256,4409,2153
1195,594.88,16809.98,1987.01,2982,4991,2009
1196,594.93,16808.59,1988.4,2589,4858,2269
1197,594.98,16807.2,1989.79,2819,4913,2094
1198,595.03,16805.81,1991.18,2710,4958,2248
1199,595.08,16804.42,1992.57,3048,5074,2026
1200,595.13,16803.03,1993.96,2491,4779,2288
1201,595.18,16801.65,1995.35,3465,5768,2303
1202,595.23,16800.26,1996.73,2374,4718,2344
1203,595.28,16798.87,1998.12,3067,5305,2238
1204,595.33,16797.49,1999.51,2697,4711,2014
1205,595.38,16796.1,2000.89,2979,4993,2014
1206,595.43,16794.72,2002.28,2685,4930,2245
1207,595.47,16793.33,2003.66,2931,5176,2245
1208,595.52,16791.95,2005.05,2574,4883,2309
1209,595.57,16790.56,2006.43,2960,5191,2231
1210,595.62,16789.18,2007.82,3051,5415,2364
1211,595.67,16787.79,2009.2,3034,5258,2224
1212,595.72,16786.41,2010.58,2897,4991,2094
1213,595.77,16785.03,2011.96,3218,5586,2368
1214,595.82,16783.65,2013.35,2861,5013,2152
1215,595.87,16782.26,2014.73,2670,4849,2179
1216,595.92,16780.88,2016.11,2521,4870,2349
1217,595.97,16779.5,2017.49,3032,5281,2249
1218,596.01,16778.12,2018.87,2705,4887,2182
1219,596.06,16776.74,2020.25,2862,5024,2162
1220,596.11,16775.36,2021.63,2211,4341,2130
1221,596.16,16773.98,2023.01,2840,5041,2201
1222,596.21,16772.6,2024.39,2935,5207,2272
1223,596.26,16771.23,2025.77,2755,4941,2186
1224,596.31,16769.85,2027.15,3244,5610,2366
1225,596.36,16768.47,2028.52,2625,4713,2088
1226,596.41,16767.09,2029.9,2809,4985,2176
1227,596.46,16765.72,2031.28,2810,4952,2142
1228,596.5,16764.34,2032.65,2893,5034,2141
1229,596.55,16762.96,2034.03,2976,5246,2270
1230,596.6,16761.59,2035.4,2731,4752,2021
1231,596.65,16760.21,2036.78,2890,5000,2110
1232,596.7,16758.84,2038.15,2943,5102,2159
1233,596.75,16757.46,2039.53,3046,5373,2327
1234,596.8,16756.09,2040.9,3617,6069,2452
1235,596.85,16754.72,2042.28,3408,5760,2352
1236,596.9,16753.34,2043.65,2729,5004,2275
1237,596.94,16751.97,2045.02,2807,5027,2220
1238,596.99,16750.6,2046.39,3146,5454,2308
1239,597.04,16749.23,2047.76,3231,5416,2185
1240,597.09,16747.86,2049.14,3185,5521,2336
1241,597.14,16746.49,2050.51,2861,5103,2242
1242,597.19,16745.12,2051.88,2657,4700,2043
1243,597.24,16743.75,2053.25,3488,5739,2251
1244,597.29,16742.38,2054.62,3014,5230,2216
1245,597.34,16741.01,2055.99,2224,4439,2215
1246,597.38,16739.64,2057.35,2302,4530,2228
1247,597.43,16738.27,2058.72,2987,5348,2361
1248,597.48,16736.9,2060.09,2870,5039,2169
1249,597.53,16735.53,2061.46,2861,5062,2201
1250,597.58,16734.17,2062.83,2406,4662,2256
1251,597.63,16732.8,2064.19,2911,5195,2284
1252,597.68,16731.43,2065.56,3068,5490,2422
1253,597.73,16730.07,2066.92,2856,5159,2303
1254,597.77,16728.7,2068.29,2775,4903,2128
1255,597.82,16727.34,2069.65,3279,5535,2256
1256,597.87,16725.97,2071.02,2644,4827,2183
1257,597.92,16724.61,2072.38,2998,5078,2080
1258,597.97,16723.25,2073.75,3402,5779,2377
1259,598.02,16721.88,2075.11,2591,4931,2340
1260,598.07,16720.52,2076.47,2839,5195,2356
1261,598.12,16719.16,2077.84,2751,4976,2225
1262,598.17,16717.79,2079.2,2989,5349,2360
1263,598.21,16716.43,2080.56,3159,5459,2300
1264,598.26,16715.07,2081.92,2571,4763,2192
1265,598.31,16713.71,2083.28,2877,5152,2275
1266,598.36,16712.35,2084.64,2887,5167,2280
1267,598.41,16710.99,2086,2567,4739,2172
1268,598.46,16709.63,2087.36,2511,4798,2287
1269,598.51,16708.27,2088.72,3168,5371,2203
1270,598.55,16706.91,2090.08,3675,5910,2235
1271,598.6,16705.55,2091.44,3049,5180,2131
1272,598.65,16704.2,2092.8,3542,5837,2295
1273,598.7,16702.84,2094.15,2822,5042,2220
1274,598.75,16701.48,2095.51,3320,5539,2219
1275,598.8,16700.12,2096.87,2673,4859,2186
1276,598.85,16698.77,2098.22,2967,5116,2149
1277,598.9,16697.41,2099.58,2880,5134,2254
1278,598.94,16696.06,2100.94,2675,4841,2166
1279,598.99,16694.7,2102.29,2752,5007,2255
1280,599.04,16693.35,2103.64,3269,5582,2313
1281,599.09,16691.99,2105,3938,6146,2208
1282,599.14,16690.64,2106.35,3414,5556,2142
1283,599.19,16689.29,2107.71,2396,4705,2309
1284,599.24,16687.93,2109.06,3002,5211,2209
1285,599.28,16686.58,2110.41,3784,5996,2212
1286,599.33,16685.23,2111.76,2897,5071,2174
1287,599.38,16683.88,2113.12,2941,5156,2215
1288,599.43,16682.53,2114.47,5151,7317,2166
1289,599.48,16681.17,2115.82,2253,4592,2339
1290,599.53,16679.82,2117.17,2548,4869,2321
1291,599.58,16678.47,2118.52,3099,5379,2280
1292,599.62,16677.12,2119.87,2378,4699,2321
1293,599.67,16675.78,2121.22,3013,5178,2165
1294,599.72,16674.43,2122.57,3105,5490,2385
1295,599.77,16673.08,2123.91,2668,5039,2371
1296,599.82,16671.73,2125.26,2387,4673,2286
1297,599.87,16670.38,2126.61,3187,5498,2311
1298,599.91,16669.04,2127.96,2590,4814,2224
1299,599.96,16667.69,2129.3,2830,4979,2149
1300,600.01,16666.34,2130.65,3349,5514,2165
1301,600.06,16665,2132,3105,5479,2374
1302,600.11,16663.65,2133.34,2795,5007,2212
1303,600.16,16662.31,2134.69,2999,5063,2064
1304,600.21,16660.96,2136.03,2754,4937,2183
1305,600.25,16659.62,2137.38,2575,4878,2303
1306,600.3,16658.27,2138.72,2962,5272,2310
1307,600.35,16656.93,2140.06,2634,4907,2273
1308,600.4,16655.59,2141.41,3632,5674,2042
1309,600.45,16654.24,2142.75,2863,5072,2209
1310,600.5,16652.9,2144.09,2267,4519,2252
1311,600.54,16651.56,2145.43,2398,4706,2308
1312,600.59,16650.22,2146.77,2969,5156,2187
1313,600.64,16648.88,2148.11,2370,4623,2253
1314,600.69,16647.54,2149.46,2989,5083,2094
1315,600.74,16646.2,2150.8,2666,4824,2158
1316,600.79,16644.86,2152.14,3337,5706,2369
1317,600.83,16643.52,2153.47,2482,4738,2256
1318,600.88,16642.18,2154.81,2404,4745,2341
1319,600.93,16640.84,2156.15,3219,5472,2253
1320,600.98,16639.5,2157.49,2915,5148,2233
1321,601.03,16638.16,2158.83,3370,5664,2294
1322,601.08,16636.83,2160.16,3575,5720,2145
1323,601.12,16635.49,2161.5,2823,4999,2176
1324,601.17,16634.15,2162.84,2787,5283,2496
1325,601.22,16632.82,2164.17,3059,5189,2130
1326,601.27,16631.48,2165.51,2625,5108,2483
1327,601.32,16630.15,2166.85,2555,4802,2247
1328,601.37,16628.81,2168.18,2703,5013,2310
1329,601.41,16627.48,2169.51,2892,5168,2276
1330,601.46,16626.14,2170.85,2503,4862,2359
1331,601.51,16624.81,2172.18,2747,5154,2407
1332,601.56,16623.48,2173.52,3010,5068,2058
1333,601.61,16622.14,2174.85,2422,4642,2220
1334,601.66,16620.81,2176.18,2450,4764,2314
1335,601.7,16619.48,2177.51,4321,6557,2236
1336,601.75,16618.15,2178.84,2613,5124,2511
1337,601.8,16616.82,2180.17,3140,5402,2262
1338,601.85,16615.49,2181.51,3285,5622,2337
1339,601.9,16614.16,2182.84,3038,5401,2363
1340,601.94,16612.83,2184.17,2895,5273,2378
1341,601.99,16611.5,2185.49,2935,5228,2293
1342,602.04,16610.17,2186.82,2831,5111,2280
1343,602.09,16608.84,2188.15,2741,5127,2386
1344,602.14,16607.51,2189.48,3159,5494,2335
1345,602.19,16606.18,2190.81,2734,5062,2328
1346,602.23,16604.86,2192.14,2618,4953,2335
1347,602.28,16603.53,2193.46,2600,4864,2264
1348,602.33,16602.2,2194.79,3246,5407,2161
1349,602.38,16600.88,2196.12,2721,4999,2278
1350,602.43,16599.55,2197.44,2548,4857,2309
1351,602.47,16598.23,2198.77,3275,5532,2257
1352,602.52,16596.9,2200.09,2795,5115,2320
1353,602.57,16595.58,2201.42,2809,5104,2295
1354,602.62,16594.25,2202.74,2988,5370,2382
1355,602.67,16592.93,2204.06,3367,5696,2329
1356,602.71,16591.6,2205.39,2745,5032,2287
1357,602.76,16590.28,2206.71,3229,5516,2287
1358,602.81,16588.96,2208.03,3826,5938,2112
1359,602.86,16587.64,2209.36,2753,5063,2310
1360,602.91,16586.32,2210.68,2489,4970,2481
1361,602.95,16584.99,2212,2850,5204,2354
1362,603,16583.67,2213.32,2312,4586,2274
1363,603.05,16582.35,2214.64,2684,5026,2342
1364,603.1,16581.03,2215.96,2237,4537,2300
1365,603.15,16579.71,2217.28,2659,4906,2247
1366,603.19,16578.39,2218.6,2498,4714,2216
1367,603.24,16577.08,2219.92,2784,5131,2347
1368,603.29,16575.76,2221.24,2768,5247,2479
1369,603.34,16574.44,2222.55,2630,4958,2328
1370,603.39,16573.12,2223.87,2603,4722,2119
1371,603.43,16571.8,2225.19,3337,5630,2293
1372,603.48,16570.49,2226.51,2660,4942,2282
1373,603.53,16569.17,2227.82,4294,6523,2229
1374,603.58,16567.85,2229.14,2355,4679,2324
1375,603.63,16566.54,2230.45,2542,4833,2291
1376,603.67,16565.22,2231.77,2790,5118,2328
1377,603.72,16563.91,2233.08,2560,4848,2288
1378,603.77,16562.59,2234.4,2751,4993,2242
1379,603.82,16561.28,2235.71,3129,5358,2229
1380,603.87,16559.97,2237.03,2686,5070,2384
1381,603.91,16558.65,2238.34,2518,4937,2419
1382,603.96,16557.34,2239.65,3276,5567,2291
1383,604.01,16556.03,2240.96,2970,5336,2366
1384,604.06,16554.72,2242.28,3155,5574,2419
1385,604.11,16553.41,2243.59,2508,4795,2287
1386,604.15,16552.09,2244.9,2659,5127,2468
1387,604.2,16550.78,2246.21,2996,5337,2341
1388,604.25,16549.47,2247.52,2772,4906,2134
1389,604.3,16548.16,2248.83,3143,5420,2277
1390,604.34,16546.85,2250.14,2923,5203,2280
1391,604.39,16545.55,2251.45,2649,5044,2395
1392,604.44,16544.24,2252.76,3383,5643,2260
1393,604.49,16542.93,2254.06,2694,5049,2355
1394,604.54,16541.62,2255.37,2554,5003,2449
1395,604.58,16540.31,2256.68,3634,5830,2196
1396,604.63,16539.01,2257.99,2471,4755,2284
1397,604.68,16537.7,2259.29,2880,5173,2293
1398,604.73,16536.39,2260.6,3066,5430,2364
1399,604.77,16535.09,2261.91,3051,5366,2315
1400,604.82,16533.78,2263.21,2590,4846,2256
1401,604.87,16532.48,2264.52,2392,4744,2352
1402,604.92,16531.17,2265.82,2991,5255,2264
1403,604.97,16529.87,2267.12,2767,5015,2248
1404,605.01,16528.56,2268.43,2914,5240,2326
1405,605.06,16527.26,2269.73,2528,4695,2167
1406,605.11,16525.96,2271.03,2628,5015,2387
1407,605.16,16524.65,2272.34,2624,4915,2291
1408,605.2,16523.35,2273.64,2237,4599,2362
1409,605.25,16522.05,2274.94,2647,4808,2161
1410,605.3,16520.75,2276.24,2529,4772,2243
1411,605.35,16519.45,2277.54,2329,4627,2298
1412,605.39,16518.15,2278.84,3152,5304,2152
1413,605.44,16516.85,2280.14,2543,4935,2392
1414,605.49,16515.55,2281.44,2995,5429,2434
1415,605.54,16514.25,2282.74,2614,5156,2542
1416,605.59,16512.95,2284.04,2716,5070,2354
1417,605.63,16511.65,2285.34,2588,5048,2460
1418,605.68,16510.35,2286.64,2387,4679,2292
1419,605.73,16509.06,2287.94,2845,5358,2513
1420,605.78,16507.76,2289.23,3315,5628,2313
1421,605.82,16506.46,2290.53,2629,4924,2295
1422,605.87,16505.16,2291.83,2632,4885,2253
1423,605.92,16503.87,2293.12,2475,4852,2377
1424,605.97,16502.57,2294.42,2567,4932,2365
1425,606.01,16501.28,2295.72,2802,5285,2483
1426,606.06,16499.98,2297.01,3213,5675,2462
1427,606.11,16498.69,2298.3,3062,5396,2334
1428,606.16,16497.39,2299.6,2567,4856,2289
1429,606.2,16496.1,2300.89,2704,5013,2309
1430,606.25,16494.81,2302.19,2579,4862,2283
1431,606.3,16493.51,2303.48,2767,5180,2413
1432,606.35,16492.22,2304.77,3205,5721,2516
1433,606.39,16490.93,2306.06,2592,4929,2337
1434,606.44,16489.64,2307.35,2819,5238,2419
1435,606.49,16488.35,2308.65,2716,5056,2340
1436,606.54,16487.06,2309.94,2500,4812,2312
1437,606.58,16485.76,2311.23,2892,5190,2298
1438,606.63,16484.47,2312.52,2921,5420,2499
1439,606.68,16483.19,2313.81,2420,4846,2426
1440,606.73,16481.9,2315.1,2918,5327,2409
1441,606.77,16480.61,2316.39,2820,5184,2364
1442,606.82,16479.32,2317.67,3023,5359,2336
1443,606.87,16478.03,2318.96,2823,5248,2425
1444,606.92,16476.74,2320.25,2746,5259,2513
1445,606.96,16475.46,2321.54,2691,5068,2377
1446,607.01,16474.17,2322.82,2842,5411,2569
1447,607.06,16472.88,2324.11,3020,5844,2824
1448,607.11,16471.6,2325.4,2828,5703,2875
1449,607.15,16470.31,2326.68,2400,6026,3626
1450,607.2,16469.03,2327.97,2701,7059,4358
1451,607.25,16467.74,2329.25,2411,7898,5487
1452,607.3,16466.46,2330.54,2987,8281,5294
1453,607.34,16465.17,2331.82,2836,7172,4336
1454,607.39,16463.89,2333.1,3038,6082,3044
1455,607.44,16462.6,2334.39,2723,5354,2631
1456,607.48,16461.32,2335.67,3259,5782,2523
1457,607.53,16460.04,2336.95,3042,5495,2453
1458,607.58,16458.76,2338.24,2575,4986,2411
1459,607.63,16457.48,2339.52,3521,5751,2230
1460,607.67,16456.19,2340.8,2279,4692,2413
1461,607.72,16454.91,2342.08,2958,5445,2487
1462,607.77,16453.63,2343.36,2606,5210,2604
1463,607.82,16452.35,2344.64,2582,4839,2257
1464,607.86,16451.07,2345.92,2811,5185,2374
1465,607.91,16449.79,2347.2,2879,5246,2367
1466,607.96,16448.52,2348.48,3132,5511,2379
1467,608,16447.24,2349.76,2552,5088,2536
1468,608.05,16445.96,2351.03,2579,5059,2480
1469,608.1,16444.68,2352.31,2808,5022,2214
1470,608.15,16443.4,2353.59,2572,5010,2438
1471,608.19,16442.13,2354.87,2865,5133,2268
1472,608.24,16440.85,2356.14,3154,5601,2447
1473,608.29,16439.57,2357.42,3099,5510,2411
1474,608.34,16438.3,2358.69,2867,5294,2427
1475,608.38,16437.02,2359.97,2250,4751,2501
1476,608.43,16435.75,2361.24,2886,5296,2410
1477,608.48,16434.47,2362.52,3014,5433,2419
1478,608.52,16433.2,2363.79,2731,5121,2390
1479,608.57,16431.93,2365.07,2712,5294,2582
1480,608.62,16430.65,2366.34,2754,5131,2377
1481,608.67,16429.38,2367.61,3768,6201,2433
1482,608.71,16428.11,2368.88,3247,5663,2416
1483,608.76,16426.84,2370.16,2338,4933,2595
1484,608.81,16425.56,2371.43,3015,5516,2501
1485,608.85,16424.29,2372.7,2857,5468,2611
1486,608.9,16423.02,2373.97,3184,5771,2587
1487,608.95,16421.75,2375.24,2871,5342,2471
1488,609,16420.48,2376.51,2886,5424,2538
1489,609.04,16419.21,2377.78,2539,5091,2552
1490,609.09,16417.94,2379.05,2691,5132,2441
1491,609.14,16416.67,2380.32,2742,5189,2447
1492,609.18,16415.4,2381.59,2674,5215,2541
1493,609.23,16414.14,2382.86,3477,5965,2488
1494,609.28,16412.87,2384.12,2965,5457,2492
1495,609.33,16411.6,2385.39,2865,5386,2521
1496,609.37,16410.33,2386.66,3551,6115,2564
1497,609.42,16409.07,2387.92,2818,5335,2517
1498,609.47,16407.8,2389.19,2819,5444,2625
1499,609.51,16406.54,2390.46,2804,5368,2564
1500,609.56,16405.27,2391.72,2878,5428,2550
1501,609.61,16404.01,2392.99,2995,5805,2810
1502,609.65,16402.74,2394.25,2594,5133,2539
1503,609.7,16401.48,2395.51,2646,5051,2405
1504,609.75,16400.21,2396.78,2855,5298,2443
1505,609.8,16398.95,2398.04,2713,5471,2758
1506,609.84,16397.69,2399.3,2506,5175,2669
1507,609.89,16396.43,2400.57,2991,5664,2673
1508,609.94,16395.16,2401.83,2711,5319,2608
1509,609.98,16393.9,2403.09,2639,5176,2537
1510,610.03,16392.64,2404.35,3861,6533,2672
1511,610.08,16391.38,2405.61,2894,5629,2735
1512,610.12,16390.12,2406.87,2725,5263,2538
1513,610.17,16388.86,2408.13,2815,5649,2834
1514,610.22,16387.6,2409.39,2718,5360,2642
1515,610.26,16386.34,2410.65,2866,5375,2509
1516,610.31,16385.08,2411.91,3125,5707,2582
1517,610.36,16383.82,2413.17,2270,4954,2684
1518,610.41,16382.56,2414.43,3142,5690,2548
1519,610.45,16381.31,2415.69,2449,5114,2665
1520,610.5,16380.05,2416.94,3419,6157,2738
1521,610.55,16378.79,2418.2,2852,5706,2854
1522,610.59,16377.53,2419.46,2643,5353,2710
1523,610.64,16376.28,2420.71,2398,5251,2853
1524,610.69,16375.02,2421.97,3252,5806,2554
1525,610.73,16373.77,2423.22,2667,5508,2841
1526,610.78,16372.51,2424.48,2722,5580,2858
1527,610.83,16371.26,2425.73,3116,5701,2585
1528,610.87,16370,2426.99,2810,5530,2720
1529,610.92,16368.75,2428.24,2789,5646,2857
1530,610.97,16367.5,2429.5,2781,5530,2749
1531,611.01,16366.24,2430.75,2595,5488,2893
1532,611.06,16364.99,2432,3142,5928,2786
1533,611.11,16363.74,2433.25,2586,5386,2800
1534,611.15,16362.49,2434.51,3175,6076,2901
1535,611.2,16361.24,2435.76,4252,6964,2712
1536,611.25,16359.98,2437.01,3109,5954,2845
1537,611.29,16358.73,2438.26,3128,5995,2867
1538,611.34,16357.48,2439.51,4079,7054,2975
1539,611.39,16356.23,2440.76,2725,5615,2890
1540,611.43,16354.98,2442.01,2463,5294,2831
1541,611.48,16353.74,2443.26,3052,5827,2775
1542,611.53,16352.49,2444.51,2717,5617,2900
1543,611.57,16351.24,2445.75,2816,5914,3098
1544,611.62,16349.99,2447,3408,6257,2849
1545,611.67,16348.74,2448.25,3138,5941,2803
1546,611.71,16347.5,2449.5,2422,5362,2940
1547,611.76,16346.25,2450.74,2689,5572,2883
1548,611.81,16345,2451.99,2749,5705,2956
1549,611.85,16343.76,2453.24,3048,6053,3005
1550,611.9,16342.51,2454.48,3230,5922,2692
1551,611.95,16341.27,2455.73,2661,5470,2809
1552,611.99,16340.02,2456.97,3191,6161,2970
1553,612.04,16338.78,2458.22,2573,5633,3060
1554,612.09,16337.53,2459.46,3394,6227,2833
1555,612.13,16336.29,2460.7,2791,5783,2992
1556,612.18,16335.05,2461.95,2461,5375,2914
1557,612.23,16333.8,2463.19,3039,5905,2866
1558,612.27,16332.56,2464.43,2420,5416,2996
1559,612.32,16331.32,2465.67,3343,6307,2964
1560,612.37,16330.08,2466.92,2897,5658,2761
1561,612.41,16328.84,2468.16,2848,5733,2885
1562,612.46,16327.6,2469.4,3590,6263,2673
1563,612.51,16326.35,2470.64,2706,5699,2993
1564,612.55,16325.11,2471.88,2701,5662,2961
1565,612.6,16323.88,2473.12,3183,6083,2900
1566,612.65,16322.64,2474.36,2704,5539,2835
1567,612.69,16321.4,2475.6,3311,6064,2753
1568,612.74,16320.16,2476.83,2554,5503,2949
1569,612.79,16318.92,2478.07,3043,5839,2796
1570,612.83,16317.68,2479.31,2928,5793,2865
1571,612.88,16316.45,2480.55,3148,6100,2952
1572,612.93,16315.21,2481.78,2674,5534,2860
1573,612.97,16313.97,2483.02,2463,5338,2875
1574,613.02,16312.74,2484.26,2921,5812,2891
1575,613.06,16311.5,2485.49,2802,5656,2854
1576,613.11,16310.27,2486.73,3486,6258,2772
1577,613.16,16309.03,2487.96,10579,13315,2736
1578,613.2,16307.8,2489.2,2791,5686,2895
1579,613.25,16306.56,2490.43,2858,5736,2878
1580,613.3,16305.33,2491.66,2857,5753,2896
1581,613.34,16304.09,2492.9,2767,5542,2775
1582,613.39,16302.86,2494.13,2796,5665,2869
1583,613.44,16301.63,2495.36,3057,5879,2822
1584,613.48,16300.4,2496.6,3025,5955,2930
1585,613.53,16299.16,2497.83,2475,5298,2823
1586,613.57,16297.93,2499.06,3206,6048,2842
1587,613.62,16296.7,2500.29,2613,5486,2873
